priority,estimated_time,time_remaining,assigned_to,breach,penalty_cost,priority_score,time_used,time_ratio,completion_percentage,urgency_score,risk_score,tight_deadline,very_tight,overwork,predicted_breach,probability,SLA_Status,AI_Insight
Low,207,86,F,0,1800,1,121,0.41346153846153844,58.17307692307693,2.3614895549500456,0.5865384615384616,0,0,0,1,0.45420898031482243,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,161,90,D,0,1951,1,71,0.5555555555555556,43.82716049382716,1.768172888015717,0.4444444444444444,0,0,0,1,0.4713641452576167,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,141,95,D,0,3337,2,46,0.6690140845070423,32.3943661971831,2.945447002696536,0.6619718309859155,0,0,0,1,0.47489600816840544,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,127,71,A,0,3690,2,56,0.5546875,43.75,3.541781959048146,0.890625,0,0,0,1,0.4710934101160795,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,116,102,F,0,4000,2,14,0.8717948717948718,11.965811965811966,2.268101192207037,0.2564102564102564,0,0,0,1,0.452617476174645,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,101,113,B,0,4007,2,-12,1.107843137254902,-11.76470588235294,1.789159796526925,-0.21568627450980404,0,0,0,0,0.38292014889309917,✅ SLA SAFE,
Low,188,102,C,0,1382,1,86,0.5396825396825397,45.5026455026455,1.8192318798729425,0.46031746031746035,0,0,0,1,0.47803917057688877,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,147,94,A,0,4126,2,53,0.6351351351351351,35.810810810810814,3.100125680770842,0.7297297297297298,0,0,0,1,0.4814141004952293,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,115,48,G,0,4278,2,67,0.41379310344827586,57.758620689655174,4.719283970707893,1.1724137931034484,0,0,0,1,0.5013339791716921,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,114,64,C,0,8045,3,50,0.5565217391304348,43.47826086956522,5.295471987720644,1.3304347826086955,0,0,0,1,0.4559158681143704,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,219,19,B,1,1406,1,200,0.08636363636363636,90.9090909090909,10.377358490566039,0.9136363636363636,1,0,0,1,0.48794133430595826,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,173,77,D,0,1798,1,96,0.4425287356321839,55.172413793103445,2.209804419608839,0.5574712643678161,0,0,0,1,0.4782922695031268,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,116,43,D,0,9107,3,73,0.36752136752136755,62.39316239316239,7.946570070183382,1.8974358974358974,0,0,0,1,0.5012256046071123,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,120,13,A,1,4219,2,107,0.10743801652892562,88.42975206611571,17.030260380014074,1.7851239669421488,1,0,0,1,0.4449977566746086,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,91,49,D,0,8772,3,42,0.532608695652174,45.65217391304348,5.528846153846153,1.402173913043478,0,0,0,1,0.5012389220792688,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,97,77,F,0,9912,3,20,0.7857142857142857,20.408163265306122,3.770197486535009,0.6428571428571429,0,0,0,1,0.4699586157790151,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,166,90,C,0,1485,1,76,0.5389221556886228,45.50898203592814,1.8217519362932255,0.4610778443113772,0,0,0,1,0.4731200804279064,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,142,69,D,0,4256,2,73,0.4825174825174825,51.048951048951054,4.060769558426807,1.034965034965035,0,0,0,1,0.4711845412888722,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,119,73,E,0,9510,3,46,0.6083333333333333,38.333333333333336,4.8517520215633425,1.1750000000000003,0,0,0,1,0.49026163143926105,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,203,102,F,0,1012,1,101,0.5,49.50980392156863,1.9607843137254901,0.5,0,0,0,1,0.48090456039599017,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,198,28,C,0,827,1,170,0.1407035175879397,85.42713567839196,6.635545181727242,0.8592964824120604,0,0,0,1,0.441755805588894,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,130,102,G,0,4791,2,28,0.7786259541984732,21.374045801526716,2.536056528893621,0.4427480916030535,0,0,0,1,0.46516060151548105,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,115,57,F,0,8815,3,58,0.49137931034482757,50.0,5.9834938101788175,1.5258620689655171,0,0,0,1,0.44203671073363177,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,78,8,G,1,9318,3,70,0.10126582278481013,88.60759493670885,26.96245733788396,2.6962025316455698,1,1,0,1,0.650203689674041,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,74,42,D,0,8597,3,32,0.56,42.66666666666667,5.263157894736842,1.3199999999999998,0,0,0,1,0.5151516900835463,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,98,11,E,1,9399,3,87,0.1111111111111111,87.87878787878788,24.770642201834868,2.6666666666666665,1,0,0,1,0.5381365516025709,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,156,76,C,0,1909,1,80,0.4840764331210191,50.955414012738856,2.023978342142581,0.5159235668789809,0,0,0,1,0.4783055874762426,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,116,120,D,0,4203,2,-4,1.0256410256410255,-3.418803418803419,1.9311710819509782,-0.0512820512820511,0,0,0,1,0.45062915343482834,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,82,108,A,0,8295,3,-26,1.3012048192771084,-31.32530120481928,2.287972066525774,-0.9036144578313252,0,0,0,0,0.3461441241993668,✅ SLA SAFE,
High,112,80,E,0,9847,3,32,0.7079646017699115,28.31858407079646,4.1784789843461105,0.8761061946902655,0,0,0,1,0.5020490169986516,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,85,78,A,0,3941,2,7,0.9069767441860465,8.13953488372093,2.1810803956378395,0.18604651162790709,0,0,0,1,0.4505580363419577,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,111,71,B,0,8309,3,40,0.6339285714285714,35.714285714285715,4.658901830282861,1.0982142857142858,0,0,0,1,0.48543652104855917,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,72,16,F,1,9176,3,56,0.2191780821917808,76.71232876712328,13.090257023311418,2.3424657534246576,1,0,0,1,0.5165673859798817,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,120,43,G,0,1611,1,77,0.35537190082644626,63.63636363636363,2.7369373444921963,0.6446280991735538,0,0,0,1,0.4761211565060002,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,203,67,F,0,1639,1,136,0.3284313725490196,66.66666666666666,2.954808806488992,0.6715686274509804,0,0,0,1,0.445718583939571,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,102,36,C,0,4477,2,66,0.34951456310679613,64.07766990291263,5.563056980826357,1.3009708737864076,0,0,0,1,0.47417896661686654,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,144,73,G,0,1427,1,71,0.503448275862069,48.96551724137931,1.9476158495634655,0.496551724137931,0,0,0,1,0.48127013102908756,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,84,9,G,1,9331,3,75,0.10588235294117647,88.23529411764706,25.888324873096444,2.682352941176471,1,1,0,1,0.5640515394923817,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,121,120,F,0,9056,3,1,0.9836065573770492,0.819672131147541,3.019303745256558,0.049180327868852514,0,0,0,0,0.38198614083453314,✅ SLA SAFE,
Medium,89,90,F,0,3699,2,-1,1.0,-1.1111111111111112,1.9801980198019802,0.0,0,0,0,1,0.40459129803028737,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,143,59,D,0,1547,1,84,0.4097222222222222,58.333333333333336,2.382528127068167,0.5902777777777778,0,0,0,1,0.46722856552128766,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,83,8,B,1,7562,3,75,0.09523809523809523,89.28571428571429,28.506787330316747,2.7142857142857144,1,1,0,1,0.6007330232114692,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,102,96,G,0,9067,3,6,0.9320388349514563,5.825242718446602,3.184582088014016,0.20388349514563098,0,0,0,1,0.46724933732008916,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,180,77,D,0,1820,1,103,0.425414364640884,56.9060773480663,2.2966628600431416,0.574585635359116,0,0,0,1,0.47106519155302484,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,137,80,D,0,9361,3,57,0.5797101449275363,41.30434782608695,5.0872450233472595,1.2608695652173911,0,0,0,1,0.4847821576968944,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,126,10,E,1,3470,2,116,0.07874015748031496,91.33858267716536,22.5377107364685,1.8425196850393701,1,0,0,1,0.550532546067598,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,190,37,F,0,1326,1,153,0.193717277486911,80.10471204188482,4.908763813929581,0.806282722513089,0,0,0,1,0.4701191345238089,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,80,110,E,0,4521,2,-30,1.3580246913580247,-37.03703703703704,1.461961916794513,-0.7160493827160495,0,0,0,0,0.32335412685684245,✅ SLA SAFE,
Low,187,25,F,0,1059,1,162,0.13297872340425532,86.17021276595744,6.994047619047619,0.8670212765957447,0,0,0,1,0.4818660948743529,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,121,57,D,0,1988,1,64,0.4672131147540984,52.459016393442624,2.095499828237719,0.5327868852459017,0,0,0,1,0.47611831640188695,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,112,38,F,0,4054,2,74,0.336283185840708,65.48672566371681,5.775619729108101,1.327433628318584,0,0,0,1,0.47177573332026485,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,173,104,G,0,1851,1,69,0.5977011494252874,39.6551724137931,1.645545678078305,0.4022988505747126,0,0,0,1,0.4738221461651822,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,202,45,F,0,1454,1,157,0.22167487684729065,77.33990147783251,4.3163937911971075,0.7783251231527093,0,0,0,1,0.45012482996037534,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,125,111,C,0,3619,2,14,0.8809523809523809,11.11111111111111,2.244788882950294,0.23809523809523814,0,0,0,1,0.4586207880139677,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,121,55,D,0,9568,3,66,0.45081967213114754,54.09836065573771,6.510138740661686,1.6475409836065575,0,0,0,1,0.49880458992521126,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,202,25,C,0,1292,1,177,0.12315270935960591,87.192118226601,7.510173880873104,0.8768472906403941,0,0,0,1,0.4542199751681595,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,106,107,D,0,4283,2,-1,1.0,-0.9345794392523363,1.9801980198019802,0.0,0,0,0,1,0.42823942196005094,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,217,46,D,0,1187,1,171,0.21100917431192662,78.44036697247707,4.52469904524699,0.7889908256880733,0,0,0,1,0.4413147380831782,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,128,47,E,0,1238,1,81,0.3643410852713178,62.7906976744186,2.6713605301304617,0.6356589147286822,0,0,0,1,0.4652816396571223,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,81,47,C,0,4833,2,34,0.573170731707317,41.46341463414634,3.4295273943956506,0.853658536585366,0,0,0,1,0.5014057810196054,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,115,69,E,0,4522,2,46,0.5948275862068966,39.6551724137931,3.30672748004561,0.8103448275862069,0,0,0,1,0.48032812754410886,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,121,83,E,0,3956,2,38,0.680327868852459,31.147540983606557,2.8971740679173594,0.639344262295082,0,0,0,1,0.4705969553983475,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,84,36,C,0,8497,3,48,0.4235294117647059,56.470588235294116,6.919945725915875,1.7294117647058822,0,0,0,1,0.47336012548589923,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,118,67,G,0,7787,3,51,0.5630252100840336,42.857142857142854,5.2353717553893535,1.3109243697478992,0,0,0,1,0.45891340865089164,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
High,74,7,A,1,7321,3,67,0.09333333333333334,89.33333333333333,29.032258064516128,2.7199999999999998,1,1,0,1,0.611089402885746,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,95,90,F,0,3449,2,5,0.9375,5.208333333333334,2.1108179419525066,0.125,0,0,0,1,0.45028836664770294,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,163,46,E,0,1703,1,117,0.2804878048780488,71.34146341463415,3.442485306465155,0.7195121951219512,0,0,0,1,0.4674343883579944,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Low,134,82,F,0,1170,1,52,0.6074074074074074,38.51851851851852,1.6196760647870425,0.3925925925925926,0,0,0,1,0.4687314059748699,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
Medium,130,95,E,0,3219,2,35,0.7251908396946565,26.717557251908396,2.72038209947046,0.549618320610687,0,0,0,1,0.48102371773907904,⚠️ SLA UNSAFE,"Error generating insight: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-or-v1*************************************************************7dcb. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}"
