task_id,assigned_to,priority,start_time,deadline,completion_time,status,estimated_time,penalty_cost,breach,delay_minutes,time_remaining,risk_level
8917,C,Medium,2024-01-31 10:01:00,2024-01-31 12:35:00,2024-01-31 12:24:00,Completed_On_Time,144,3956,False,0,39,Medium
8918,B,Medium,2024-01-02 17:52:00,2024-01-02 19:46:00,2024-01-02 19:06:00,Completed_On_Time,103,3485,False,0,95,Low
8919,C,Low,2024-01-11 13:01:00,2024-01-11 17:09:00,2024-01-11 18:23:00,Completed_Late,230,1126,True,74,121,Low
8920,C,High,2024-01-22 11:04:00,2024-01-22 11:58:00,2024-01-22 11:36:00,Completed_On_Time,48,5543,False,0,26,Medium
8921,D,High,2024-01-30 15:36:00,2024-01-30 16:09:00,2024-01-30 17:29:00,Completed_Late,39,6471,True,80,-4,High
8922,C,Medium,2024-01-16 16:13:00,2024-01-16 18:48:00,2024-01-16 18:18:00,Completed_On_Time,128,3907,False,0,142,Low
8923,G,High,2024-01-18 15:27:00,2024-01-18 17:03:00,2024-01-18 17:28:00,Completed_Late,108,8970,True,25,36,Medium
8924,D,Low,2024-01-24 13:53:00,2024-01-24 17:14:00,2024-01-24 16:15:00,Completed_On_Time,196,982,False,0,128,Low
8925,F,Medium,2024-01-14 15:20:00,2024-01-14 16:54:00,2024-01-14 16:05:00,Completed_On_Time,67,4881,False,0,53,Low
8926,C,High,2024-01-08 14:37:00,2024-01-08 15:44:00,2024-01-08 15:49:00,Completed_Late,81,5045,True,5,66,Low
8927,A,Medium,2024-01-31 17:51:00,2024-01-31 19:08:00,2024-01-31 18:42:00,Completed_On_Time,73,3114,False,0,55,Low
8928,G,Low,2024-01-27 11:17:00,2024-01-27 13:52:00,2024-01-27 13:58:00,Completed_Late,162,793,True,6,74,Low
8929,D,Medium,2024-01-24 17:20:00,2024-01-24 18:47:00,2024-01-24 18:48:00,Completed_Late,97,3579,True,1,66,Low
8930,D,Medium,2024-01-31 17:09:00,2024-01-31 18:47:00,2024-01-31 18:27:00,Completed_On_Time,105,2619,False,0,39,Medium
8931,B,Low,2024-01-16 16:59:00,2024-01-16 21:04:00,2024-01-16 19:46:00,Completed_On_Time,220,1166,False,0,225,Low
8932,G,Medium,2024-01-21 09:12:00,2024-01-21 11:21:00,2024-01-21 11:14:00,Completed_On_Time,127,4758,False,0,38,Medium
8933,D,Medium,2024-01-29 17:59:00,2024-01-29 21:12:00,2024-01-29 20:23:00,Completed_On_Time,171,2248,False,0,150,Low
8934,G,High,2024-01-27 13:42:00,2024-01-27 14:32:00,2024-01-27 14:18:00,Completed_On_Time,60,8380,False,0,44,Medium
8935,G,Medium,2024-01-10 14:59:00,2024-01-10 17:48:00,2024-01-10 16:39:00,Completed_On_Time,146,3423,False,0,34,Medium
8936,E,Low,2024-01-09 10:04:00,2024-01-09 13:06:00,2024-01-09 14:19:00,Completed_Late,154,1866,True,73,170,Low
8937,F,Low,2024-01-15 14:17:00,2024-01-15 18:02:00,2024-01-15 17:02:00,Completed_On_Time,201,1580,False,0,168,Low
8938,D,Low,2024-01-18 10:13:00,2024-01-18 12:34:00,2024-01-18 12:55:00,Completed_Late,115,1621,True,21,65,Low
8939,C,Medium,2024-01-02 09:13:00,2024-01-02 10:06:00,2024-01-02 11:10:00,Completed_Late,66,3385,True,64,42,Medium
8940,A,Low,2024-01-13 09:52:00,2024-01-13 13:06:00,2024-01-13 11:51:00,Completed_On_Time,176,1210,False,0,147,Low
8941,F,Low,2024-01-31 11:25:00,2024-01-31 15:36:00,2024-01-31 13:57:00,Completed_On_Time,233,1279,False,0,193,Low
8942,B,Medium,2024-01-15 17:04:00,2024-01-15 19:03:00,2024-01-15 19:29:00,Completed_Late,118,3453,True,26,75,Low
8943,B,High,2024-01-20 17:56:00,2024-01-20 19:33:00,2024-01-20 18:54:00,Completed_On_Time,86,9437,False,0,57,Low
8944,E,High,2024-01-01 13:20:00,2024-01-01 15:03:00,2024-01-01 16:24:00,Completed_Late,120,7730,True,81,101,Low
8945,G,High,2024-01-02 16:13:00,2024-01-02 18:06:00,2024-01-02 18:54:00,Completed_Late,111,8138,True,48,22,Medium
8946,A,High,2024-01-15 10:11:00,2024-01-15 11:22:00,2024-01-15 11:09:00,Completed_On_Time,60,9178,False,0,66,Low
8947,B,Low,2024-01-14 17:01:00,2024-01-14 18:46:00,2024-01-14 18:41:00,Completed_On_Time,108,533,False,0,99,Low
8948,E,Low,2024-01-13 13:18:00,2024-01-13 15:34:00,2024-01-13 14:52:00,Completed_On_Time,155,1247,False,0,54,Low
8949,B,Medium,2024-01-09 09:01:00,2024-01-09 10:58:00,2024-01-09 10:36:00,Completed_On_Time,107,4154,False,0,40,Medium
8950,A,Medium,2024-01-08 09:18:00,2024-01-08 10:27:00,2024-01-08 10:39:00,Completed_Late,83,3478,True,12,-9,High
8951,G,High,2024-01-24 13:51:00,2024-01-24 14:59:00,2024-01-24 14:38:00,Completed_On_Time,49,8834,False,0,56,Low
8952,C,High,2024-01-07 12:54:00,2024-01-07 14:24:00,2024-01-07 14:38:00,Completed_Late,107,9246,True,14,30,Medium
8953,F,Low,2024-01-06 16:52:00,2024-01-06 20:15:00,2024-01-06 19:43:00,Completed_On_Time,220,1699,False,0,60,Low
8954,D,High,2024-01-10 13:09:00,2024-01-10 13:51:00,2024-01-10 13:30:00,Completed_On_Time,31,6904,False,0,30,Medium
8955,E,High,2024-01-04 12:12:00,2024-01-04 13:07:00,2024-01-04 13:02:00,Completed_On_Time,63,7055,False,0,15,Medium
8956,A,Low,2024-01-15 11:38:00,2024-01-15 15:08:00,2024-01-15 14:41:00,Completed_On_Time,219,1055,False,0,180,Low
8957,B,Medium,2024-01-09 13:31:00,2024-01-09 15:13:00,2024-01-09 15:43:00,Completed_Late,87,2767,True,30,46,Low
8958,G,High,2024-01-20 09:43:00,2024-01-20 10:47:00,2024-01-20 10:56:00,Completed_Late,47,5485,True,9,55,Low
8959,F,Medium,2024-01-15 09:57:00,2024-01-15 12:30:00,2024-01-15 11:51:00,Completed_On_Time,136,4479,False,0,151,Low
8960,D,Medium,2024-01-24 15:22:00,2024-01-24 18:05:00,2024-01-24 17:15:00,Completed_On_Time,146,3314,False,0,147,Low
8961,C,Medium,2024-01-06 10:13:00,2024-01-06 11:49:00,2024-01-06 12:27:00,Completed_Late,79,2352,True,38,58,Low
8962,G,High,2024-01-25 15:07:00,2024-01-25 17:12:00,2024-01-25 16:36:00,Completed_On_Time,116,8269,False,0,73,Low
8963,C,Low,2024-01-19 16:22:00,2024-01-19 20:14:00,2024-01-19 19:59:00,Completed_On_Time,228,1406,False,0,136,Low
8964,D,Medium,2024-01-08 16:13:00,2024-01-08 17:33:00,2024-01-08 17:12:00,Completed_On_Time,92,2198,False,0,6,High
8965,F,Low,2024-01-06 16:10:00,2024-01-06 19:09:00,2024-01-06 19:03:00,Completed_On_Time,193,648,False,0,-1,High
8966,C,Medium,2024-01-23 13:18:00,2024-01-23 14:49:00,2024-01-23 15:02:00,Completed_Late,106,2374,True,13,7,High
8967,C,Medium,2024-01-23 14:07:00,2024-01-23 16:33:00,2024-01-23 16:28:00,Completed_On_Time,166,3982,False,0,1,High
8968,E,Low,2024-01-05 11:47:00,2024-01-05 14:35:00,2024-01-05 13:34:00,Completed_On_Time,146,1690,False,0,105,Low
8969,G,Low,2024-01-20 13:16:00,2024-01-20 15:17:00,2024-01-20 14:25:00,Completed_On_Time,95,1355,False,0,29,Medium
8970,G,Medium,2024-01-30 15:22:00,2024-01-30 17:43:00,2024-01-30 18:40:00,Completed_Late,161,4771,True,57,121,Low
8971,G,Low,2024-01-18 15:42:00,2024-01-18 19:18:00,2024-01-18 20:45:00,Completed_Late,233,886,True,87,54,Low
8972,G,High,2024-01-11 15:11:00,2024-01-11 16:07:00,2024-01-11 15:44:00,Completed_On_Time,50,5911,False,0,39,Medium
8973,A,Medium,2024-01-07 14:14:00,2024-01-07 17:09:00,2024-01-07 16:13:00,Completed_On_Time,179,4573,False,0,118,Low
8974,B,Medium,2024-01-21 12:15:00,2024-01-21 13:50:00,2024-01-21 13:13:00,Completed_On_Time,71,2390,False,0,94,Low
8975,D,High,2024-01-06 15:24:00,2024-01-06 17:03:00,2024-01-06 17:01:00,Completed_On_Time,99,6701,False,0,38,Medium
8976,F,Low,2024-01-24 15:37:00,2024-01-24 18:51:00,2024-01-24 19:03:00,Completed_Late,183,926,True,12,63,Low
8977,F,High,2024-01-25 14:09:00,2024-01-25 15:35:00,2024-01-25 15:26:00,Completed_On_Time,93,9695,False,0,13,High
8978,D,Medium,2024-01-24 11:38:00,2024-01-24 13:58:00,2024-01-24 14:17:00,Completed_Late,148,3350,True,19,92,Low
8979,C,Medium,2024-01-08 15:27:00,2024-01-08 17:34:00,2024-01-08 17:21:00,Completed_On_Time,117,2321,False,0,78,Low
8980,C,Low,2024-01-21 11:07:00,2024-01-21 13:52:00,2024-01-21 12:48:00,Completed_On_Time,139,819,False,0,27,Medium
8981,E,Low,2024-01-07 12:19:00,2024-01-07 15:12:00,2024-01-07 14:35:00,Completed_On_Time,189,1193,False,0,134,Low
8982,B,High,2024-01-27 10:35:00,2024-01-27 12:14:00,2024-01-27 11:48:00,Completed_On_Time,111,6792,False,0,91,Low
8983,D,Low,2024-01-13 10:55:00,2024-01-13 14:29:00,2024-01-13 13:20:00,Completed_On_Time,221,1279,False,0,117,Low
8984,A,High,2024-01-22 10:07:00,2024-01-22 10:57:00,2024-01-22 10:54:00,Completed_On_Time,65,9325,False,0,27,Medium
8985,A,Medium,2024-01-16 17:40:00,2024-01-16 18:44:00,2024-01-16 18:39:00,Completed_On_Time,69,3219,False,0,22,Medium
8986,E,Medium,2024-01-31 12:19:00,2024-01-31 14:26:00,2024-01-31 15:28:00,Completed_Late,134,4413,True,62,78,Low
8987,A,High,2024-01-15 10:26:00,2024-01-15 11:23:00,2024-01-15 11:34:00,Completed_Late,73,9871,True,11,34,Medium
8988,D,Medium,2024-01-05 11:20:00,2024-01-05 14:02:00,2024-01-05 13:31:00,Completed_On_Time,139,2986,False,0,46,Low
8989,F,High,2024-01-01 10:18:00,2024-01-01 11:33:00,2024-01-01 12:51:00,Completed_Late,92,8889,True,78,35,Medium
8990,E,Medium,2024-01-02 13:37:00,2024-01-02 14:57:00,2024-01-02 14:40:00,Completed_On_Time,69,4883,False,0,48,Low
8991,B,High,2024-01-29 09:56:00,2024-01-29 12:06:00,2024-01-29 10:58:00,Completed_On_Time,100,6953,False,0,119,Low
8992,F,High,2024-01-19 12:36:00,2024-01-19 13:31:00,2024-01-19 13:14:00,Completed_On_Time,41,8196,False,0,30,Medium
8993,D,Low,2024-01-03 11:08:00,2024-01-03 12:30:00,2024-01-03 12:14:00,Completed_On_Time,100,1687,False,0,66,Low
8994,E,Medium,2024-01-14 12:30:00,2024-01-14 15:13:00,2024-01-14 15:09:00,Completed_On_Time,173,3079,False,0,146,Low
8995,D,High,2024-01-15 09:47:00,2024-01-15 10:15:00,2024-01-15 10:15:00,Completed_On_Time,48,7183,False,0,12,High
8996,F,Low,2024-01-28 09:45:00,2024-01-28 13:09:00,2024-01-28 13:15:00,Completed_Late,216,1486,True,6,148,Low
8997,C,Medium,2024-01-06 10:17:00,2024-01-06 12:38:00,2024-01-06 13:16:00,Completed_Late,153,4454,True,38,51,Low
8998,D,High,2024-01-04 12:28:00,2024-01-04 13:42:00,2024-01-04 13:10:00,Completed_On_Time,67,6379,False,0,27,Medium
8999,E,Low,2024-01-19 13:16:00,2024-01-19 17:00:00,2024-01-19 16:15:00,Completed_On_Time,224,1929,False,0,49,Low
9000,D,Low,2024-01-09 12:19:00,2024-01-09 14:17:00,2024-01-09 14:31:00,Completed_Late,106,1929,True,14,27,Medium
9001,E,High,2024-01-13 10:20:00,2024-01-13 11:52:00,2024-01-13 12:48:00,Completed_Late,74,7803,True,56,80,Low
9002,F,Low,2024-01-08 10:42:00,2024-01-08 12:26:00,2024-01-08 12:35:00,Completed_Late,122,1809,True,9,78,Low
9003,F,Medium,2024-01-11 14:41:00,2024-01-11 17:31:00,2024-01-11 17:01:00,Completed_On_Time,153,3048,False,0,111,Low
9004,G,Low,2024-01-25 14:21:00,2024-01-25 17:21:00,2024-01-25 17:55:00,Completed_Late,167,919,True,34,141,Low
9005,C,Medium,2024-01-01 10:57:00,2024-01-01 14:01:00,2024-01-01 13:27:00,Completed_On_Time,173,3182,False,0,77,Low
9006,F,Medium,2024-01-31 17:33:00,2024-01-31 18:44:00,2024-01-31 18:47:00,Completed_Late,76,3593,True,3,44,Medium
9007,B,Medium,2024-01-12 11:05:00,2024-01-12 14:04:00,2024-01-12 13:37:00,Completed_On_Time,180,4653,False,0,5,High
9008,A,Low,2024-01-29 10:08:00,2024-01-29 13:15:00,2024-01-29 11:54:00,Completed_On_Time,164,2000,False,0,134,Low
9009,G,Low,2024-01-02 13:23:00,2024-01-02 15:58:00,2024-01-02 16:35:00,Completed_Late,153,1689,True,37,39,Medium
9010,C,High,2024-01-29 14:44:00,2024-01-29 15:45:00,2024-01-29 15:17:00,Completed_On_Time,33,8403,False,0,42,Medium
9011,F,Medium,2024-01-16 13:12:00,2024-01-16 15:27:00,2024-01-16 15:00:00,Completed_On_Time,155,4761,False,0,-14,High
9012,D,High,2024-01-02 09:04:00,2024-01-02 10:25:00,2024-01-02 10:36:00,Completed_Late,92,5475,True,11,61,Low
9013,F,High,2024-01-12 12:26:00,2024-01-12 14:30:00,2024-01-12 14:02:00,Completed_On_Time,112,6917,False,0,13,High
9014,A,Medium,2024-01-29 10:17:00,2024-01-29 12:01:00,2024-01-29 11:39:00,Completed_On_Time,86,3363,False,0,29,Medium
9015,D,Low,2024-01-26 09:45:00,2024-01-26 11:54:00,2024-01-26 11:22:00,Completed_On_Time,101,863,False,0,127,Low
9016,C,Medium,2024-01-25 11:35:00,2024-01-25 12:56:00,2024-01-25 12:24:00,Completed_On_Time,63,4329,False,0,54,Low
9017,E,High,2024-01-20 11:36:00,2024-01-20 13:11:00,2024-01-20 14:24:00,Completed_Late,68,6204,True,73,58,Low
9018,C,Low,2024-01-13 14:54:00,2024-01-13 17:26:00,2024-01-13 16:36:00,Completed_On_Time,171,749,False,0,34,Medium
9019,G,Low,2024-01-24 13:07:00,2024-01-24 15:09:00,2024-01-24 14:30:00,Completed_On_Time,132,1985,False,0,106,Low
9020,A,Low,2024-01-29 15:25:00,2024-01-29 18:50:00,2024-01-29 20:07:00,Completed_Late,177,1870,True,77,94,Low
9021,E,High,2024-01-20 17:25:00,2024-01-20 19:22:00,2024-01-20 19:08:00,Completed_On_Time,108,5936,False,0,16,Medium
9022,D,Low,2024-01-04 09:47:00,2024-01-04 12:01:00,2024-01-04 11:20:00,Completed_On_Time,114,1831,False,0,89,Low
9023,D,High,2024-01-16 17:22:00,2024-01-16 17:56:00,2024-01-16 17:56:00,Completed_On_Time,35,8411,False,0,22,Medium
9024,F,Medium,2024-01-16 13:15:00,2024-01-16 15:28:00,2024-01-16 14:54:00,Completed_On_Time,148,4140,False,0,24,Medium
9025,G,High,2024-01-31 09:41:00,2024-01-31 11:36:00,2024-01-31 10:35:00,Completed_On_Time,86,5081,False,0,32,Medium
9026,D,High,2024-01-13 14:10:00,2024-01-13 15:39:00,2024-01-13 15:02:00,Completed_On_Time,72,6579,False,0,66,Low
9027,D,Medium,2024-01-15 13:06:00,2024-01-15 15:40:00,2024-01-15 16:28:00,Completed_Late,161,2674,True,48,124,Low
9028,E,High,2024-01-16 11:02:00,2024-01-16 12:35:00,2024-01-16 11:56:00,Completed_On_Time,88,5405,False,0,55,Low
9029,A,High,2024-01-09 10:23:00,2024-01-09 10:56:00,2024-01-09 11:59:00,Completed_Late,47,7032,True,63,-3,High
9030,B,Medium,2024-01-05 15:40:00,2024-01-05 18:32:00,2024-01-05 18:08:00,Completed_On_Time,156,3946,False,0,168,Low
9031,B,Medium,2024-01-23 09:28:00,2024-01-23 10:44:00,2024-01-23 11:49:00,Completed_Late,77,2954,True,65,10,High
9032,F,Low,2024-01-26 10:04:00,2024-01-26 13:16:00,2024-01-26 13:21:00,Completed_Late,197,1828,True,5,18,Medium
9033,A,High,2024-01-26 14:49:00,2024-01-26 15:27:00,2024-01-26 16:49:00,Completed_Late,35,6318,True,82,38,Medium
9034,A,Low,2024-01-02 15:46:00,2024-01-02 18:38:00,2024-01-02 18:47:00,Completed_Late,181,1854,True,9,112,Low
9035,D,Medium,2024-01-04 12:06:00,2024-01-04 14:20:00,2024-01-04 13:12:00,Completed_On_Time,106,2027,False,0,116,Low
9036,E,High,2024-01-27 12:41:00,2024-01-27 13:24:00,2024-01-27 13:12:00,Completed_On_Time,36,7886,False,0,42,Medium
9037,B,Medium,2024-01-02 13:15:00,2024-01-02 14:23:00,2024-01-02 15:18:00,Completed_Late,62,3265,True,55,16,Medium
9038,E,Medium,2024-01-26 12:29:00,2024-01-26 15:04:00,2024-01-26 15:25:00,Completed_Late,125,4141,True,21,45,Low
9039,G,Medium,2024-01-09 09:20:00,2024-01-09 11:01:00,2024-01-09 11:31:00,Completed_Late,110,3575,True,30,85,Low
9040,C,High,2024-01-17 16:19:00,2024-01-17 17:34:00,2024-01-17 17:20:00,Completed_On_Time,94,9642,False,0,7,High
9041,D,High,2024-01-17 15:37:00,2024-01-17 16:34:00,2024-01-17 16:31:00,Completed_On_Time,66,7303,False,0,55,Low
9042,F,Low,2024-01-26 12:01:00,2024-01-26 15:12:00,2024-01-26 16:37:00,Completed_Late,183,820,True,85,91,Low
9043,F,Medium,2024-01-22 17:53:00,2024-01-22 21:00:00,2024-01-22 20:18:00,Completed_On_Time,176,3184,False,0,29,Medium
9044,B,Low,2024-01-27 17:09:00,2024-01-27 19:41:00,2024-01-27 18:57:00,Completed_On_Time,143,792,False,0,130,Low
9045,F,Low,2024-01-14 14:05:00,2024-01-14 16:07:00,2024-01-14 15:50:00,Completed_On_Time,109,1007,False,0,13,High
9046,C,Low,2024-01-04 10:29:00,2024-01-04 12:14:00,2024-01-04 12:30:00,Completed_Late,107,555,True,16,40,Medium
9047,C,Medium,2024-01-27 09:44:00,2024-01-27 11:23:00,2024-01-27 11:34:00,Completed_Late,92,3474,True,11,94,Low
9048,C,Medium,2024-01-28 12:33:00,2024-01-28 13:56:00,2024-01-28 13:31:00,Completed_On_Time,67,4859,False,0,34,Medium
9049,B,High,2024-01-23 09:12:00,2024-01-23 11:06:00,2024-01-23 10:58:00,Completed_On_Time,113,9417,False,0,78,Low
9050,C,Low,2024-01-21 16:38:00,2024-01-21 19:48:00,2024-01-21 19:12:00,Completed_On_Time,183,1269,False,0,91,Low
9051,C,High,2024-01-10 10:05:00,2024-01-10 10:41:00,2024-01-10 10:40:00,Completed_On_Time,48,8646,False,0,32,Medium
9052,E,High,2024-01-07 17:28:00,2024-01-07 19:05:00,2024-01-07 18:23:00,Completed_On_Time,85,8861,False,0,68,Low
9053,A,Medium,2024-01-20 16:02:00,2024-01-20 17:44:00,2024-01-20 18:36:00,Completed_Late,96,2510,True,52,100,Low
9054,F,High,2024-01-18 17:47:00,2024-01-18 19:06:00,2024-01-18 19:21:00,Completed_Late,75,6808,True,15,27,Medium
9055,D,High,2024-01-31 15:03:00,2024-01-31 16:29:00,2024-01-31 16:07:00,Completed_On_Time,83,7136,False,0,61,Low
9056,C,Medium,2024-01-19 11:34:00,2024-01-19 12:15:00,2024-01-19 12:20:00,Completed_Late,61,2886,True,5,-12,High
9057,B,Low,2024-01-22 14:05:00,2024-01-22 15:43:00,2024-01-22 16:28:00,Completed_Late,112,1422,True,45,-8,High
9058,D,High,2024-01-26 12:27:00,2024-01-26 13:37:00,2024-01-26 12:51:00,Completed_On_Time,41,5566,False,0,31,Medium
9059,C,Medium,2024-01-29 14:52:00,2024-01-29 15:53:00,2024-01-29 15:39:00,Completed_On_Time,70,3595,False,0,-7,High
9060,F,Medium,2024-01-01 12:21:00,2024-01-01 14:03:00,2024-01-01 13:35:00,Completed_On_Time,83,2217,False,0,25,Medium
9061,G,Low,2024-01-06 16:17:00,2024-01-06 19:01:00,2024-01-06 20:16:00,Completed_Late,161,759,True,75,92,Low
9062,G,High,2024-01-03 10:59:00,2024-01-03 12:19:00,2024-01-03 12:50:00,Completed_Late,61,9332,True,31,48,Low
9063,A,High,2024-01-04 16:01:00,2024-01-04 16:41:00,2024-01-04 16:24:00,Completed_On_Time,38,9203,False,0,40,Medium
9064,E,High,2024-01-24 16:49:00,2024-01-24 18:01:00,2024-01-24 18:59:00,Completed_Late,42,5504,True,58,40,Medium
9065,C,High,2024-01-20 15:48:00,2024-01-20 17:28:00,2024-01-20 16:43:00,Completed_On_Time,79,5567,False,0,54,Low
9066,D,High,2024-01-29 14:28:00,2024-01-29 15:30:00,2024-01-29 15:53:00,Completed_Late,60,7227,True,23,20,Medium
9067,G,Medium,2024-01-18 12:17:00,2024-01-18 15:12:00,2024-01-18 14:02:00,Completed_On_Time,176,3065,False,0,67,Low
9068,E,High,2024-01-01 09:00:00,2024-01-01 09:43:00,2024-01-01 09:46:00,Completed_Late,61,9190,True,3,-7,High
9069,D,Low,2024-01-10 10:12:00,2024-01-10 13:59:00,2024-01-10 12:38:00,Completed_On_Time,207,1174,False,0,157,Low
9070,C,Medium,2024-01-28 14:05:00,2024-01-28 15:55:00,2024-01-28 15:05:00,Completed_On_Time,98,2103,False,0,14,High
9071,B,High,2024-01-23 09:54:00,2024-01-23 11:11:00,2024-01-23 11:02:00,Completed_On_Time,81,6765,False,0,24,Medium
9072,F,Low,2024-01-15 17:20:00,2024-01-15 20:10:00,2024-01-15 20:46:00,Completed_Late,171,874,True,36,100,Low
9073,G,High,2024-01-14 11:09:00,2024-01-14 11:58:00,2024-01-14 11:52:00,Completed_On_Time,60,6275,False,0,-10,High
9074,B,Medium,2024-01-13 15:50:00,2024-01-13 18:24:00,2024-01-13 18:18:00,Completed_On_Time,154,2789,False,0,46,Low
9075,B,High,2024-01-10 11:25:00,2024-01-10 12:27:00,2024-01-10 12:20:00,Completed_On_Time,76,9743,False,0,10,High
9076,D,Low,2024-01-14 11:49:00,2024-01-14 13:42:00,2024-01-14 13:19:00,Completed_On_Time,121,1195,False,0,86,Low
9077,C,Low,2024-01-01 12:00:00,2024-01-01 15:08:00,2024-01-01 15:10:00,Completed_Late,208,1216,True,2,122,Low
9078,C,Medium,2024-01-20 16:00:00,2024-01-20 18:24:00,2024-01-20 19:45:00,Completed_Late,123,4767,True,81,69,Low
9079,D,High,2024-01-19 12:39:00,2024-01-19 14:00:00,2024-01-19 13:35:00,Completed_On_Time,57,8430,False,0,77,Low
9080,E,Medium,2024-01-02 09:22:00,2024-01-02 11:40:00,2024-01-02 12:35:00,Completed_Late,131,4040,True,55,38,Medium
9081,F,Low,2024-01-02 09:45:00,2024-01-02 12:31:00,2024-01-02 13:44:00,Completed_Late,136,1922,True,73,66,Low
9082,E,Medium,2024-01-19 14:42:00,2024-01-19 16:55:00,2024-01-19 17:57:00,Completed_Late,140,4552,True,62,-2,High
9083,C,Low,2024-01-12 17:57:00,2024-01-12 21:49:00,2024-01-12 20:57:00,Completed_On_Time,212,1846,False,0,170,Low
9084,D,Medium,2024-01-15 12:29:00,2024-01-15 14:16:00,2024-01-15 13:31:00,Completed_On_Time,101,3353,False,0,68,Low
9085,B,High,2024-01-22 16:57:00,2024-01-22 18:25:00,2024-01-22 18:51:00,Completed_Late,91,6661,True,26,87,Low
9086,D,High,2024-01-23 16:31:00,2024-01-23 18:24:00,2024-01-23 17:50:00,Completed_On_Time,118,7909,False,0,68,Low
9087,D,Medium,2024-01-08 10:48:00,2024-01-08 12:29:00,2024-01-08 12:57:00,Completed_Late,71,3173,True,28,44,Medium
9088,C,Low,2024-01-11 14:07:00,2024-01-11 15:47:00,2024-01-11 15:42:00,Completed_On_Time,98,1703,False,0,70,Low
9089,A,High,2024-01-26 16:33:00,2024-01-26 18:24:00,2024-01-26 17:58:00,Completed_On_Time,92,7096,False,0,104,Low
9090,F,High,2024-01-09 16:49:00,2024-01-09 18:13:00,2024-01-09 18:20:00,Completed_Late,99,9571,True,7,60,Low
9091,F,Low,2024-01-07 15:39:00,2024-01-07 18:15:00,2024-01-07 17:58:00,Completed_On_Time,139,1783,False,0,73,Low
9092,F,High,2024-01-09 11:53:00,2024-01-09 12:36:00,2024-01-09 12:35:00,Completed_On_Time,51,6573,False,0,43,Medium
9093,B,Low,2024-01-31 12:34:00,2024-01-31 14:49:00,2024-01-31 14:07:00,Completed_On_Time,123,991,False,0,36,Medium
9094,C,Medium,2024-01-13 16:58:00,2024-01-13 19:13:00,2024-01-13 18:44:00,Completed_On_Time,109,3972,False,0,90,Low
9095,E,High,2024-01-27 11:34:00,2024-01-27 12:05:00,2024-01-27 13:08:00,Completed_Late,36,9702,True,63,19,Medium
9096,D,High,2024-01-02 11:59:00,2024-01-02 12:31:00,2024-01-02 13:48:00,Completed_Late,37,8813,True,77,27,Medium
9097,D,Medium,2024-01-02 12:26:00,2024-01-02 14:39:00,2024-01-02 14:52:00,Completed_Late,147,3247,True,13,125,Low
9098,B,Medium,2024-01-29 17:48:00,2024-01-29 20:33:00,2024-01-29 21:28:00,Completed_Late,175,4083,True,55,79,Low
9099,B,Low,2024-01-07 09:36:00,2024-01-07 12:49:00,2024-01-07 11:56:00,Completed_On_Time,179,1056,False,0,71,Low
9100,B,Low,2024-01-15 11:37:00,2024-01-15 14:02:00,2024-01-15 14:16:00,Completed_Late,139,732,True,14,64,Low
9101,A,High,2024-01-14 12:29:00,2024-01-14 14:10:00,2024-01-14 13:45:00,Completed_On_Time,89,9499,False,0,15,Medium
9102,E,Low,2024-01-23 12:38:00,2024-01-23 15:09:00,2024-01-23 14:19:00,Completed_On_Time,145,888,False,0,40,Medium
9103,F,High,2024-01-16 12:54:00,2024-01-16 14:20:00,2024-01-16 13:48:00,Completed_On_Time,56,5360,False,0,60,Low
9104,D,High,2024-01-31 09:10:00,2024-01-31 10:02:00,2024-01-31 10:09:00,Completed_Late,72,8275,True,7,34,Medium
9105,G,Medium,2024-01-09 11:57:00,2024-01-09 14:34:00,2024-01-09 14:34:00,Completed_On_Time,161,2873,False,0,97,Low
9106,C,High,2024-01-09 16:49:00,2024-01-09 17:49:00,2024-01-09 17:15:00,Completed_On_Time,44,6541,False,0,30,Medium
9107,A,Medium,2024-01-12 15:51:00,2024-01-12 17:24:00,2024-01-12 16:47:00,Completed_On_Time,80,4606,False,0,92,Low
9108,E,Medium,2024-01-16 10:59:00,2024-01-16 11:47:00,2024-01-16 11:45:00,Completed_On_Time,64,2012,False,0,7,High
9109,B,Medium,2024-01-06 15:12:00,2024-01-06 16:52:00,2024-01-06 17:39:00,Completed_Late,103,3428,True,47,25,Medium
9110,B,Medium,2024-01-23 13:08:00,2024-01-23 15:44:00,2024-01-23 15:41:00,Completed_On_Time,164,4114,False,0,79,Low
9111,F,High,2024-01-25 13:21:00,2024-01-25 14:31:00,2024-01-25 14:04:00,Completed_On_Time,52,8116,False,0,52,Low
9112,A,Low,2024-01-11 09:48:00,2024-01-11 11:33:00,2024-01-11 11:25:00,Completed_On_Time,113,706,False,0,54,Low
9113,D,Medium,2024-01-01 15:44:00,2024-01-01 18:28:00,2024-01-01 17:39:00,Completed_On_Time,180,3255,False,0,89,Low
9114,D,High,2024-01-08 17:30:00,2024-01-08 19:00:00,2024-01-08 18:22:00,Completed_On_Time,77,9490,False,0,89,Low
9115,D,High,2024-01-22 15:29:00,2024-01-22 17:13:00,2024-01-22 17:16:00,Completed_Late,120,5135,True,3,77,Low
9116,D,High,2024-01-27 13:49:00,2024-01-27 14:33:00,2024-01-27 14:37:00,Completed_Late,55,9274,True,4,37,Medium
